,ÃøÁ¤¼Ò¸í,¼ö¿Â,¼ö¼ÒÀÌ¿Â³óµµ,Àü±âÀüµµµµ,¿ëÁ¸»ê¼Ò,Å¹µµ,ÃÑÀ¯±âÅº¼Ò,ÃÑÁú¼Ò,ÃÑÀÎ,Å¬·Î·ÎÇÊ,¿°È­¸ÞÆ¿·»,Æ®¸®Å¬·Î·Î¿¡Å×ÀÎ,»ç¿°È­Åº¼Ò,Æ®¸®Å¬·Î·Î¿¡Æ¿·»,Å×Æ®¶óÅ¬·Î·Î¿¡Æ¿·»,º¥Á¨,Åç·ç¿£,¿¡Æ¿º¥Á¨,ÀÚÀÏ·»,ÀÚÀÏ·»,¿°È­¸ÞÆ¿·»,Æ®¸®Å¬·Î·Î¿¡Å×ÀÎ,»ç¿°È­Åº¼Ò,Æ®¸®Å¬·Î·Î¿¡Æ¿·»,Å×Æ®¶óÅ¬·Î·Î¿¡Æ¿·»
2015-01-04,Ä¥°î,2.3,8.2,277.0,13.4,10.3,2.6,3.274,0.006,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-05,Ä¥°î,2.3,8.4,244.0,13.7,10.0,2.5,3.183,0.011,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-06,Ä¥°î,2.4,8.3,236.0,13.3,9.8,2.4,3.499,0.008,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-07,Ä¥°î,2.5,8.1,268.0,12.9,10.1,2.4,3.428,0.012,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
2015-01-08,Ä¥°î,2.6,8.1,284.0,12.7,10.0,2.2,3.296,0.01,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-01-09,Ä¥°î,2.4,8.1,273.0,12.8,9.8,,3.296,0.008,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-10,Ä¥°î,2.4,8.1,259.0,12.7,9.7,,3.234,,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-11,Ä¥°î,2.9,8.0,271.0,12.6,9.9,2.4,3.219,0.013,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-12,Ä¥°î,2.6,8.0,268.0,12.6,9.9,2.4,3.099,,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-01-13,Ä¥°î,2.7,8.1,270.0,12.6,10.2,2.4,2.949,,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-01-14,Ä¥°î,2.4,8.8,256.0,12.9,10.1,2.4,3.111,0.004,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15,Ä¥°î,2.5,8.8,258.0,12.8,10.2,2.4,3.154,0.003,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-16,Ä¥°î,2.9,8.8,260.0,12.7,10.2,2.4,3.204,0.003,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-17,Ä¥°î,2.9,8.7,279.0,12.4,10.6,2.5,3.245,0.005,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-18,Ä¥°î,3.2,8.7,299.0,12.2,10.9,2.6,3.345,0.005,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-19,Ä¥°î,3.5,8.6,319.0,12.3,11.0,2.6,3.553,0.005,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-20,Ä¥°î,3.1,8.7,294.0,12.6,10.6,2.6,3.589,0.003,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-21,Ä¥°î,3.1,8.8,277.0,12.5,10.5,2.6,3.334,0.002,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-22,Ä¥°î,3.1,8.8,262.0,12.3,10.5,2.6,3.221,0.003,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-01-23,Ä¥°î,3.4,8.8,270.0,12.4,10.6,2.6,3.33,0.004,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-01-24,Ä¥°î,3.7,8.8,275.0,12.5,10.8,2.7,3.314,0.004,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-01-25,Ä¥°î,4.2,8.7,295.0,12.3,11.1,2.7,3.371,0.004,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-01-26,Ä¥°î,4.2,8.8,283.0,12.2,11.0,2.7,3.315,0.004,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-27,Ä¥°î,4.3,8.7,287.0,12.4,11.2,2.7,3.339,0.005,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-01-28,Ä¥°î,4.3,8.7,306.0,12.3,11.9,,3.483,0.006,19.8,,,,,,,,,,,,,,,
2015-01-29,Ä¥°î,4.0,8.8,291.0,12.7,11.4,2.8,3.43,0.005,20.5,,,,,,,,,,,,,,,
2015-01-30,Ä¥°î,3.6,8.9,271.0,12.8,10.5,2.9,3.26,0.002,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1
2015-01-31,Ä¥°î,3.5,8.9,280.0,12.7,10.7,3.1,3.347,0.002,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-02-01,Ä¥°î,3.7,8.9,291.0,12.9,10.8,3.2,3.39,0.004,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-02-02,Ä¥°î,3.3,9.0,267.0,13.3,10.5,2.9,3.301,0.006,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-03,Ä¥°î,3.5,8.9,266.0,13.6,10.4,2.8,3.42,0.005,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-04,Ä¥°î,3.5,8.9,258.0,13.4,10.3,2.8,3.335,0.003,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-02-05,Ä¥°î,3.9,8.8,277.0,12.6,10.3,2.9,3.074,0.004,20.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-02-06,Ä¥°î,4.1,8.7,290.0,12.5,10.1,2.7,3.103,0.004,22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-02-07,Ä¥°î,4.3,8.6,298.0,12.4,9.3,,3.211,0.005,23.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-02-08,Ä¥°î,4.1,8.6,297.0,12.4,9.6,3.5,3.402,0.007,24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-02-09,Ä¥°î,3.7,8.7,303.0,12.3,9.8,3.4,3.397,0.004,26.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-02-10,Ä¥°î,4.0,8.7,309.0,12.5,9.5,3.1,3.241,,26.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-11,Ä¥°î,4.3,8.6,314.0,12.5,9.6,3.2,2.99,,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-02-12,Ä¥°î,4.0,8.7,284.0,12.4,9.3,2.8,2.778,0.006,23.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-13,Ä¥°î,3.9,8.7,289.0,12.5,9.4,2.9,2.833,0.005,24.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-14,Ä¥°î,4.1,8.7,289.0,12.8,9.4,3.0,2.473,0.002,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-15,Ä¥°î,4.1,8.7,274.0,12.6,8.9,2.8,2.365,0.002,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-16,Ä¥°î,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-17,Ä¥°î,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-18,Ä¥°î,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-19,Ä¥°î,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-20,Ä¥°î,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-21,Ä¥°î,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-22,Ä¥°î,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-23,Ä¥°î,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-24,Ä¥°î,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-25,Ä¥°î,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-26,Ä¥°î,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-27,Ä¥°î,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-28,Ä¥°î,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-01,Ä¥°î,5.6,8.9,258.0,11.8,8.5,2.5,2.191,0.014,36.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-02,Ä¥°î,5.9,8.9,261.0,11.8,8.5,2.5,2.245,0.013,31.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-03,Ä¥°î,5.8,8.6,271.0,12.2,8.8,,2.398,,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-04,Ä¥°î,5.6,8.5,278.0,12.1,8.6,,2.588,,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-05,Ä¥°î,6.2,8.6,277.0,12.2,8.6,3.0,2.674,,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-06,Ä¥°î,6.1,8.6,269.0,12.8,8.7,3.0,2.659,,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-07,Ä¥°î,6.4,8.7,266.0,13.3,8.9,3.1,2.323,0.016,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-08,Ä¥°î,6.7,8.8,269.0,13.5,9.2,3.1,2.163,0.013,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-09,Ä¥°î,,,,,,3.2,2.326,0.015,23.7,,,,,,,,,,,,,,,
2015-03-10,Ä¥°î,,,,,,,,,21.9,,,,,,,,,,,,,,,
2015-03-11,Ä¥°î,,,,,,,,,18.9,,,,,,,,,,,,,,,
2015-03-12,Ä¥°î,,,,,,,,,17.7,,,,,,,,,,,,,,,
2015-03-13,Ä¥°î,,,,,,,,,17.7,,,,,,,,,,,,,,,
2015-03-14,Ä¥°î,6.9,8.2,307.0,12.3,2.7,3.0,2.719,,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-15,Ä¥°î,7.4,8.3,300.0,12.3,4.2,2.9,3.047,0.024,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-03-16,Ä¥°î,7.6,8.2,313.0,12.1,5.0,2.9,3.076,0.022,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-03-17,Ä¥°î,8.6,8.1,314.0,11.8,,3.0,2.907,,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-18,Ä¥°î,9.7,7.9,342.0,10.6,,3.4,3.007,,16.3,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0.2,0
2015-03-19,Ä¥°î,9.2,7.9,279.0,10.3,10.7,4.4,2.975,,9.4,0,0,0,0.7,0,0,0.8,0,0,0,0.3,0,0.1,1.1,0.1
2015-03-20,Ä¥°î,9.3,8.1,266.0,11.8,8.6,3.5,2.826,0.012,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
2015-03-21,Ä¥°î,10.0,8.1,247.0,11.4,10.1,3.4,2.782,0.014,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-22,Ä¥°î,10.0,8.1,251.0,11.5,9.0,3.3,2.87,0.014,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-23,Ä¥°î,9.8,8.3,247.0,11.7,8.8,3.3,2.762,0.014,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-24,Ä¥°î,10.3,8.4,250.0,11.8,8.0,3.2,2.797,0.013,29.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-25,Ä¥°î,10.4,8.5,245.0,11.9,7.4,3.2,2.825,0.011,32.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-26,Ä¥°î,10.6,8.5,265.0,11.8,7.2,3.2,2.918,0.012,35.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-27,Ä¥°î,11.0,8.6,275.0,11.9,7.8,3.4,2.966,0.013,41.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-28,Ä¥°î,11.8,8.5,272.0,11.6,7.3,3.4,3.037,0.014,36.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-29,Ä¥°î,12.5,8.3,283.0,11.5,7.8,3.5,3.16,0.016,36.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-03-30,Ä¥°î,12.0,8.4,247.0,11.6,7.9,3.4,3.071,0.014,32.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-03-31,Ä¥°î,12.2,8.4,252.0,11.6,6.6,3.1,2.924,,35.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-01,Ä¥°î,12.9,7.9,305.0,10.8,6.9,3.0,2.943,0.016,44.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
2015-04-02,Ä¥°î,12.6,7.8,266.0,10.8,8.0,2.9,2.815,0.012,32.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-04-03,Ä¥°î,13.3,7.8,272.0,11.0,7.5,2.8,3.222,0.012,29.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-04,Ä¥°î,13.6,7.6,272.0,10.8,7.5,2.8,3.208,0.013,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-04-05,Ä¥°î,13.6,7.5,291.0,10.4,7.5,3.1,3.176,0.017,31.9,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0.6,0
2015-04-06,Ä¥°î,13.6,7.6,276.0,10.9,6.1,2.7,,0.016,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-04-07,Ä¥°î,13.2,7.5,256.0,10.2,6.8,2.4,2.731,0.014,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-04-08,Ä¥°î,13.2,7.5,278.0,10.1,6.0,2.4,2.845,0.014,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-04-09,Ä¥°î,14.1,7.5,281.0,11.0,5.3,2.4,2.806,0.014,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-04-10,Ä¥°î,14.2,7.6,284.0,11.5,5.4,2.5,2.791,0.015,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-04-11,Ä¥°î,14.7,7.7,241.0,11.4,5.3,2.5,2.593,0.013,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-04-12,Ä¥°î,14.4,7.8,249.0,11.6,5.5,2.6,2.688,0.013,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-13,Ä¥°î,13.8,7.8,263.0,11.3,6.6,2.5,2.608,0.015,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-14,Ä¥°î,13.9,7.8,252.0,10.8,5.7,2.3,2.537,0.014,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-15,Ä¥°î,14.0,7.7,249.0,10.5,6.1,2.3,2.457,0.013,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-04-16,Ä¥°î,13.8,7.7,238.0,10.0,6.8,2.2,2.274,0.011,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-04-17,Ä¥°î,14.1,7.7,258.0,9.9,6.3,2.2,2.241,0.011,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-18,Ä¥°î,14.5,7.7,246.0,9.6,6.7,2.1,2.158,0.01,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-19,Ä¥°î,14.4,7.6,234.0,9.3,6.0,2.1,2.118,0.011,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-20,Ä¥°î,14.6,7.5,288.0,9.2,7.0,2.2,2.732,0.016,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
2015-04-21,Ä¥°î,15.0,7.5,268.0,9.2,7.6,2.2,2.912,0.019,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
2015-04-22,Ä¥°î,15.6,7.6,250.0,10.2,6.9,2.2,3.036,0.018,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-23,Ä¥°î,15.1,7.8,228.0,10.4,7.5,,2.735,0.013,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-24,Ä¥°î,15.8,8.0,239.0,10.5,6.7,2.1,2.774,0.013,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-25,Ä¥°î,17.0,8.0,264.0,10.6,6.4,2.0,2.788,0.015,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-26,Ä¥°î,17.4,7.9,244.0,10.5,6.3,,2.639,0.014,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-27,Ä¥°î,17.2,8.2,223.0,11.0,7.1,2.3,2.582,0.013,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-28,Ä¥°î,17.3,8.3,241.0,10.8,5.6,2.5,2.709,0.013,16.3,,,,,,,,,,,,,,,
2015-04-29,Ä¥°î,17.6,8.2,258.0,10.2,5.0,2.5,2.767,0.016,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-04-30,Ä¥°î,18.1,8.2,317.0,10.3,5.3,2.7,2.988,0.021,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-05-01,Ä¥°î,18.4,8.3,275.0,10.1,5.2,2.5,2.841,0.014,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-02,Ä¥°î,19.0,8.4,271.0,9.8,5.1,2.5,2.874,0.015,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-03,Ä¥°î,19.3,8.1,287.0,9.2,5.0,2.5,2.953,0.02,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04,Ä¥°î,19.7,7.9,305.0,9.1,5.6,2.6,,0.025,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-05-05,Ä¥°î,20.1,7.8,274.0,9.1,6.2,2.5,,0.019,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-05-06,Ä¥°î,19.6,7.9,273.0,9.2,6.6,2.5,3.018,0.016,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-07,Ä¥°î,19.8,7.9,284.0,9.4,6.2,2.4,3.084,0.018,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-08,Ä¥°î,20.2,8.0,293.0,9.9,5.4,2.6,2.731,0.023,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-09,Ä¥°î,20.9,8.0,291.0,9.7,5.3,2.5,2.536,0.02,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-10,Ä¥°î,21.1,8.2,258.0,9.7,5.3,2.4,2.281,0.017,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-11,Ä¥°î,20.7,8.2,266.0,9.5,5.7,2.4,2.666,0.019,22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-12,Ä¥°î,20.5,8.0,268.0,8.8,8.9,2.4,2.91,0.033,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-13,Ä¥°î,20.3,7.8,284.0,8.6,8.4,2.4,2.811,,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-14,Ä¥°î,20.4,7.8,282.0,8.5,8.5,2.5,2.739,0.022,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-15,Ä¥°î,21.1,8.0,290.0,8.7,6.2,2.6,2.749,0.023,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-16,Ä¥°î,21.6,7.9,325.0,8.9,7.2,2.8,2.845,0.028,22.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-17,Ä¥°î,21.3,8.0,284.0,8.9,7.4,2.7,2.757,0.027,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-18,Ä¥°î,20.7,7.9,280.0,8.7,7.6,2.6,2.762,0.024,23.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-19,Ä¥°î,21.2,8.3,285.0,9.8,7.5,2.7,2.823,0.017,25.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-20,Ä¥°î,21.5,8.5,297.0,10.4,7.8,3.0,,0.019,31.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-21,Ä¥°î,21.8,8.5,284.0,9.8,7.0,3.0,,0.014,28.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-22,Ä¥°î,22.0,8.7,283.0,9.8,8.7,2.9,2.48,0.016,34.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-23,Ä¥°î,22.6,8.7,287.0,9.4,8.5,3.1,2.602,0.019,32.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-24,Ä¥°î,23.6,8.9,311.0,9.3,6.8,3.0,2.647,0.023,28.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-25,Ä¥°î,24.0,8.8,295.0,8.3,6.0,2.8,2.604,0.023,22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-26,Ä¥°î,24.3,8.7,266.0,7.6,7.3,2.5,2.462,0.019,30.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-27,Ä¥°î,24.7,8.6,274.0,7.6,6.4,2.5,2.519,0.013,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-28,Ä¥°î,24.6,8.7,292.0,8.7,,2.5,2.668,0.013,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-29,Ä¥°î,24.5,8.7,302.0,9.0,,2.4,2.564,0.015,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-30,Ä¥°î,24.5,8.7,310.0,9.1,5.3,2.5,2.369,0.016,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-31,Ä¥°î,24.6,8.6,312.0,8.6,5.3,2.4,2.743,0.02,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-01,Ä¥°î,24.9,8.5,331.0,8.8,4.4,2.5,3.105,0.022,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-02,Ä¥°î,24.8,8.4,344.0,8.8,4.6,2.6,3.267,0.026,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-03,Ä¥°î,24.5,8.4,323.0,8.8,5.1,2.6,3.208,0.027,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-04,Ä¥°î,24.6,8.4,330.0,8.8,5.6,2.7,,0.027,34.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-05,Ä¥°î,23.9,8.5,336.0,8.5,6.2,3.0,,0.02,48.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-06-06,Ä¥°î,23.7,8.4,332.0,8.4,5.9,2.7,2.891,0.021,50.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-07,Ä¥°î,23.6,8.4,329.0,8.5,5.7,2.8,3.093,0.023,54.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-08,Ä¥°î,23.5,8.5,319.0,8.8,5.7,2.9,3.019,0.023,70.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-09,Ä¥°î,24.0,8.7,322.0,9.5,7.0,3.2,2.904,0.024,93.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-10,Ä¥°î,24.7,9.0,337.0,10.4,8.8,3.6,3.105,0.027,112.4,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0
2015-06-11,Ä¥°î,24.4,8.9,328.0,9.9,8.1,3.5,3.239,0.027,104.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-12,Ä¥°î,24.8,8.6,347.0,9.0,6.8,3.2,3.477,0.027,77.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-06-13,Ä¥°î,24.3,8.4,339.0,8.5,7.9,3.1,3.444,0.017,67.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-06-14,Ä¥°î,24.3,8.2,340.0,8.0,8.0,3.0,3.543,0.017,66.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-15,Ä¥°î,24.7,8.4,327.0,8.4,7.4,3.2,3.491,0.019,93.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-16,Ä¥°î,25.5,8.6,325.0,8.5,9.7,3.4,3.403,0.024,112.9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
2015-06-17,Ä¥°î,25.3,8.5,335.0,8.6,7.7,3.4,3.36,0.027,106.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0
2015-06-18,Ä¥°î,25.3,8.6,330.0,9.8,11.6,3.9,2.748,0.028,138.9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2
2015-06-19,Ä¥°î,25.7,8.5,313.0,8.6,11.4,3.9,2.338,0.027,116.8,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.1
2015-06-20,Ä¥°î,24.9,8.3,322.0,7.8,8.6,3.5,2.181,0.02,89.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-06-21,Ä¥°î,25.5,8.2,318.0,7.9,7.2,3.5,2.244,0.019,94.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-06-22,Ä¥°î,25.1,8.5,292.0,7.8,7.0,3.4,,0.018,115.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-23,Ä¥°î,25.2,8.6,286.0,6.5,9.3,3.3,,0.021,159.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-24,Ä¥°î,25.4,9.1,289.0,8.9,9.1,3.4,,0.023,178.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-25,Ä¥°î,25.6,9.1,298.0,9.8,9.1,3.5,,0.03,212.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-26,Ä¥°î,25.2,9.1,261.0,9.5,8.1,3.1,,0.031,192.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-27,Ä¥°î,24.3,8.5,255.0,8.0,20.5,2.9,2.481,0.014,126.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,Ä¥°î,24.7,8.7,254.0,9.1,,2.9,2.489,0.014,135.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
