,ÃøÁ¤¼Ò¸í,¼ö¿Â,¼ö¼ÒÀÌ¿Â³óµµ,Àü±âÀüµµµµ,¿ëÁ¸»ê¼Ò,ÃÑÀ¯±âÅº¼Ò,ÃÑÁú¼Ò,ÃÑÀÎ,Å¬·Î·ÎÇÊ,¿°È­¸ÞÆ¿·»,Æ®¸®Å¬·Î·Î¿¡Å×ÀÎ,»ç¿°È­Åº¼Ò,Æ®¸®Å¬·Î·Î¿¡Æ¿·»,Å×Æ®¶óÅ¬·Î·Î¿¡Æ¿·»,º¥Á¨,Åç·ç¿£,¿¡Æ¿º¥Á¨,ÀÚÀÏ·»,ÀÚÀÏ·»,¿°È­¸ÞÆ¿·»,Æ®¸®Å¬·Î·Î¿¡Å×ÀÎ,»ç¿°È­Åº¼Ò,Æ®¸®Å¬·Î·Î¿¡Æ¿·»,Å×Æ®¶óÅ¬·Î·Î¿¡Æ¿·»
2019-08-17,¿ëºÀ,29.9,6.7,277.0,8.1,3.9,3.756,0.088,76.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-08-18,¿ëºÀ,30.3,6.8,291.0,10.0,3.9,3.874,0.072,111.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-08-19,¿ëºÀ,30.8,7.7,290.0,13.5,4.2,3.624,0.114,146.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-08-20,¿ëºÀ,30.6,8.6,303.0,14.6,3.9,3.83,0.084,140.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-08-21,¿ëºÀ,29.9,7.7,305.0,10.8,3.7,3.776,0.061,113.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-08-22,¿ëºÀ,27.3,6.3,171.0,3.0,3.7,2.852,0.149,19.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-08-23,¿ëºÀ,26.3,6.3,124.0,5.1,3.6,2.624,0.144,6.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-08-24,¿ëºÀ,26.4,6.3,160.0,5.0,3.3,2.55,0.123,7.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-08-25,¿ëºÀ,26.3,6.4,198.0,4.3,3.3,2.867,0.116,11.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-08-26,¿ëºÀ,27.0,6.5,220.0,5.2,3.3,3.054,0.093,20.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-08-27,¿ëºÀ,26.4,6.4,235.0,3.8,3.3,3.624,0.079,17.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-08-28,¿ëºÀ,25.8,6.5,226.0,3.7,,3.066,0.112,14.8,,,,,,,,,,,,,,,
2019-08-29,¿ëºÀ,25.5,6.6,235.0,4.7,,2.885,0.103,17.1,,,,,,,,,,,,,,,
2019-08-30,¿ëºÀ,25.6,6.6,280.0,4.2,4.2,3.817,0.118,23.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-08-31,¿ëºÀ,26.6,6.7,285.0,6.8,4.1,3.814,0.075,47.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-01,¿ëºÀ,26.2,6.8,296.0,7.9,4.2,3.806,0.063,75.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-02,¿ëºÀ,25.3,6.6,315.0,4.8,4.1,3.867,0.049,53.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-03,¿ëºÀ,24.8,6.6,317.0,4.0,4.4,4.153,0.069,32.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-04,¿ëºÀ,24.9,6.5,274.0,2.5,4.5,3.175,0.151,16.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-05,¿ëºÀ,25.6,6.6,254.0,3.7,4.2,2.463,0.131,15.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-06,¿ëºÀ,,,,,,,,,,,,,,,,,,,,,,,
2019-09-07,¿ëºÀ,,,,,,,,,,,,,,,,,,,,,,,
2019-09-08,¿ëºÀ,,,,,,,,,,,,,,,,,,,,,,,
2019-09-09,¿ëºÀ,,,,,,,,,,,,,,,,,,,,,,,
2019-09-10,¿ëºÀ,26.5,6.7,221.0,5.0,4.0,2.248,,5.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-11,¿ëºÀ,27.2,6.7,222.0,5.0,3.7,2.698,0.155,10.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-12,¿ëºÀ,27.0,6.6,293.0,2.8,4.0,4.382,,13.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-13,¿ëºÀ,27.0,6.6,303.0,3.7,3.9,4.461,,23.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-14,¿ëºÀ,27.4,6.7,289.0,6.2,3.6,4.259,0.098,43.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-15,¿ëºÀ,27.7,7.1,288.0,9.8,3.8,4.489,0.083,77.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-16,¿ëºÀ,27.8,7.1,293.0,10.6,3.9,4.584,0.065,102.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-17,¿ëºÀ,27.8,7.4,314.0,11.4,4.2,5.265,0.059,106.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-18,¿ëºÀ,26.8,7.1,322.0,10.1,4.4,5.736,0.082,111.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-19,¿ëºÀ,25.9,7.7,334.0,12.8,4.7,5.55,0.079,129.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-20,¿ëºÀ,,,,,,,,,,,,,,,,,,,,,,,
2019-09-21,¿ëºÀ,,,,,,,,,,,,,,,,,,,,,,,
2019-09-22,¿ëºÀ,,,,,,,,,,,,,,,,,,,,,,,
2019-09-23,¿ëºÀ,,,,,,,,,,,,,,,,,,,,,,,
2019-09-24,¿ëºÀ,20.7,6.4,146.0,7.3,,3.534,0.14,5.8,,,,,,,,,,,,,,,
2019-09-25,¿ëºÀ,21.5,6.4,180.0,6.8,2.7,3.654,0.114,7.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-26,¿ëºÀ,22.5,6.5,213.0,6.5,2.5,3.703,0.078,8.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-27,¿ëºÀ,23.5,6.5,230.0,6.5,2.6,3.871,0.068,12.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-28,¿ëºÀ,25.0,6.8,237.0,8.1,3.0,3.97,0.06,30.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-29,¿ëºÀ,25.8,6.9,271.0,8.6,3.2,4.339,0.06,49.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-30,¿ëºÀ,25.7,6.9,266.0,8.6,3.1,3.986,0.06,63.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-01,¿ëºÀ,25.4,6.5,277.0,6.2,3.1,3.881,0.053,55.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-02,¿ëºÀ,,,,,,,,,,,,,,,,,,,,,,,
2019-10-03,¿ëºÀ,,,,,,,,,,,,,,,,,,,,,,,
2019-10-04,¿ëºÀ,,,,,,,,,,,,,,,,,,,,,,,
2019-10-05,¿ëºÀ,22.2,6.4,162.0,6.8,3.1,3.102,0.188,3.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-06,¿ëºÀ,21.6,6.4,194.0,6.2,2.8,3.297,0.142,3.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-07,¿ëºÀ,21.3,6.4,223.0,5.8,2.8,3.916,0.099,3.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-08,¿ëºÀ,20.5,6.4,226.0,5.1,3.0,4.166,0.156,2.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-09,¿ëºÀ,19.9,6.4,221.0,6.0,,3.953,0.119,3.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-10,¿ëºÀ,20.2,6.5,243.0,6.3,2.9,4.343,0.097,4.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-11,¿ëºÀ,20.5,6.4,251.0,6.0,2.7,4.435,0.076,5.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-12,¿ëºÀ,21.2,6.5,249.0,6.2,2.7,4.712,0.07,17.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-13,¿ëºÀ,21.1,6.5,259.0,7.0,2.8,4.449,0.066,26.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-14,¿ëºÀ,20.7,6.6,257.0,7.7,2.8,4.01,0.06,31.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-15,¿ëºÀ,19.7,6.6,274.0,8.3,3.0,4.318,0.057,39.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-16,¿ëºÀ,19.4,6.7,304.0,9.5,3.2,4.946,0.054,50.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-17,¿ëºÀ,19.1,6.9,306.0,11.2,,4.216,0.056,68.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-18,¿ëºÀ,19.0,6.9,326.0,10.4,,4.639,0.061,80.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-19,¿ëºÀ,19.4,6.9,329.0,10.0,3.7,4.775,0.055,72.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-20,¿ëºÀ,20.2,7.2,319.0,11.4,3.8,4.734,0.053,77.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-21,¿ëºÀ,20.4,7.3,318.0,11.5,3.4,4.807,0.051,88.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-22,¿ëºÀ,20.7,7.4,326.0,13.0,2.9,5.014,0.056,99.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-23,¿ëºÀ,20.5,6.9,322.0,10.5,2.9,4.972,0.045,83.3,,,,,,,,,,,,,,,
2019-10-24,¿ëºÀ,20.5,7.2,322.0,11.0,3.5,4.93,0.048,94.0,,,,,,,,,,,,,,,
2019-10-25,¿ëºÀ,20.1,7.1,325.0,10.7,3.7,4.929,0.046,85.7,,,,,,,,,,,,,,,
2019-10-26,¿ëºÀ,19.6,7.0,320.0,9.9,4.7,4.744,0.05,68.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-27,¿ëºÀ,18.6,7.2,319.0,10.3,4.8,4.675,0.053,72.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-28,¿ëºÀ,18.1,7.6,333.0,11.8,4.9,5.323,0.052,85.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-29,¿ëºÀ,17.8,7.3,342.0,12.1,5.2,5.726,0.05,91.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-30,¿ëºÀ,17.9,7.3,344.0,11.9,5.6,5.054,0.052,79.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-31,¿ëºÀ,18.0,7.5,346.0,12.3,5.6,4.822,0.052,77.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-01,¿ëºÀ,18.4,7.4,364.0,12.6,5.7,5.195,0.055,75.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-02,¿ëºÀ,18.3,7.1,362.0,11.9,5.5,5.299,0.055,69.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-03,¿ëºÀ,18.4,7.0,365.0,11.1,5.4,4.987,0.055,66.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-04,¿ëºÀ,18.5,7.1,364.0,11.5,5.5,5.07,0.06,68.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-05,¿ëºÀ,18.4,6.9,383.0,10.2,5.5,5.751,0.057,65.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-06,¿ëºÀ,18.0,6.9,380.0,9.8,5.1,5.684,0.054,57.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-07,¿ëºÀ,17.5,6.8,387.0,8.5,,6.124,0.054,43.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-08,¿ëºÀ,16.6,6.8,403.0,7.9,5.3,5.969,0.053,33.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-09,¿ëºÀ,15.9,6.8,402.0,8.0,5.3,5.327,0.039,29.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-10,¿ëºÀ,15.1,6.8,417.0,8.3,5.0,6.051,0.038,38.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-11,¿ëºÀ,15.1,6.7,420.0,7.1,5.1,6.605,0.046,28.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-12,¿ëºÀ,15.2,6.8,411.0,8.3,5.2,5.823,0.053,38.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-13,¿ëºÀ,15.0,6.8,416.0,8.3,5.3,6.128,0.044,47.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2.9,ND,ND,ND,ND
2019-11-14,¿ëºÀ,14.3,6.8,412.0,7.4,5.1,6.214,0.041,37.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,3,ND,ND,ND,ND
2019-11-15,¿ëºÀ,14.1,6.7,402.0,5.7,4.9,6.131,0.05,24.2,,,,,,,,,,,,,,,
2019-11-16,¿ëºÀ,14.3,6.6,373.0,4.3,5.2,5.519,0.103,22.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2,ND,ND,ND,ND
2019-11-17,¿ëºÀ,14.2,6.6,361.0,4.9,5.3,5.133,0.118,25.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-18,¿ëºÀ,14.2,6.6,378.0,4.9,5.7,5.462,0.097,16.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-19,¿ëºÀ,13.9,6.6,394.0,4.8,5.7,5.829,,14.1,,,,,,,,,,,,,,,
2019-11-20,¿ëºÀ,13.7,6.6,402.0,4.7,5.6,6.024,,12.1,,,,,,,,,,,,,,,
2019-11-21,¿ëºÀ,,,,,,,,,,,,,,,,,,,,,,,
2019-11-22,¿ëºÀ,,,,,,,,,,,,,,,,,,,,,,,
2019-11-23,¿ëºÀ,,,,,,,,,,,,,,,,,,,,,,,
2019-11-24,¿ëºÀ,,,,,,,,,,,,,,,,,,,,,,,
2019-11-25,¿ëºÀ,,,,,,,,,,,,,,,,,,,,,,,
2019-11-26,¿ëºÀ,12.8,6.6,385.0,8.1,5.3,5.113,0.079,32.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-27,¿ëºÀ,12.7,6.6,389.0,7.5,5.0,4.928,0.06,20.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-28,¿ëºÀ,12.3,6.6,403.0,6.4,5.0,5.158,0.056,12.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-29,¿ëºÀ,12.0,6.6,414.0,5.3,5.1,5.483,0.062,7.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-30,¿ëºÀ,11.9,6.6,420.0,5.8,5.2,5.874,0.062,13.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-01,¿ëºÀ,11.6,6.6,418.0,7.4,5.4,6.003,0.077,30.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-02,¿ëºÀ,11.8,6.6,447.0,7.0,5.3,7.147,0.149,51.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-03,¿ëºÀ,,,,,,,,,,,,,,,,,,,,,,,
2019-12-04,¿ëºÀ,,,,,,,,,,,,,,,,,,,,,,,
2019-12-05,¿ëºÀ,9.9,6.8,354.0,9.6,5.7,4.265,0.197,96.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-06,¿ëºÀ,9.1,6.9,388.0,11.2,5.6,4.827,0.174,127.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-07,¿ëºÀ,8.6,7.2,419.0,13.6,5.6,5.406,0.142,144.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-08,¿ëºÀ,8.6,7.5,433.0,15.0,5.7,5.392,0.119,158.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-09,¿ëºÀ,8.7,7.7,445.0,15.8,5.8,5.599,0.11,160.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-10,¿ëºÀ,9.2,7.4,453.0,15.1,5.6,5.815,,138.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-11,¿ëºÀ,9.7,7.1,463.0,14.4,5.2,6.284,,167.6,,,,,,,,,,,,,,,
2019-12-12,¿ëºÀ,9.6,7.0,455.0,13.9,5.5,6.262,0.112,173.9,,,,,,,,,,,,,,,
2019-12-13,¿ëºÀ,9.4,7.4,441.0,14.8,5.6,5.892,0.09,134.0,,,,,,,,,,,,,,,
2019-12-14,¿ëºÀ,9.3,7.2,454.0,14.4,5.4,5.886,0.086,140.6,,,,,,,,,,,,,,,
2019-12-15,¿ëºÀ,9.6,7.5,460.0,15.7,5.8,6.162,0.09,146.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-16,¿ëºÀ,10.0,7.2,463.0,14.9,5.3,6.043,0.068,112.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-17,¿ëºÀ,10.4,6.9,461.0,12.8,4.9,6.18,0.07,98.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-18,¿ëºÀ,10.3,6.8,453.0,10.3,5.0,6.015,0.091,107.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-19,¿ëºÀ,9.9,6.8,433.0,10.7,4.9,5.779,0.111,127.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-20,¿ëºÀ,9.5,6.8,439.0,10.7,5.5,5.855,0.138,122.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-21,¿ëºÀ,8.7,6.9,440.0,11.3,5.6,5.55,0.145,106.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-22,¿ëºÀ,7.9,6.9,425.0,11.9,4.7,4.93,0.089,79.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-23,¿ëºÀ,7.9,6.9,427.0,11.8,4.9,4.921,0.078,67.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-24,¿ëºÀ,8.4,7.1,435.0,13.0,5.5,5.236,0.086,86.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-25,¿ëºÀ,8.7,7.1,440.0,13.5,5.6,5.499,0.088,104.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-26,¿ëºÀ,8.8,6.9,434.0,12.1,5.4,5.93,0.088,88.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-27,¿ëºÀ,8.6,6.9,434.0,11.4,5.5,5.889,0.108,116.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-28,¿ëºÀ,8.6,7.0,435.0,12.7,5.6,5.819,0.094,94.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-29,¿ëºÀ,8.1,6.8,436.0,11.6,5.4,5.594,0.082,95.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-30,¿ëºÀ,8.2,6.8,405.0,10.8,5.4,5.837,0.091,86.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-31,¿ëºÀ,8.2,6.7,423.0,9.7,5.7,6.237,0.102,88.9,,,,,,,,,,,,,,,
2020-01-01,¿ëºÀ,7.3,6.6,387.0,7.9,6.4,5.561,0.18,95.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-02,¿ëºÀ,6.9,6.7,368.0,9.5,6.3,5.052,0.19,105.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-03,¿ëºÀ,6.8,6.9,381.0,12.7,5.6,5.355,0.106,108.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-04,¿ëºÀ,7.2,6.8,401.0,12.7,5.6,6.375,0.089,106.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-05,¿ëºÀ,7.8,6.8,404.0,13.5,5.3,6.303,0.081,120.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-06,¿ëºÀ,8.1,6.7,411.0,11.9,5.0,6.474,0.075,86.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-07,¿ëºÀ,9.8,6.5,366.0,7.4,5.8,6.545,0.167,54.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-08,¿ëºÀ,9.3,6.5,250.0,7.7,5.1,3.489,0.212,23.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1.2,ND,ND,ND,ND
2020-01-09,¿ëºÀ,8.0,6.5,272.0,8.9,4.6,3.653,0.203,14.9,,,,,,,,,,,,,,,
2020-01-10,¿ëºÀ,7.8,6.6,267.0,8.9,4.5,4.004,0.167,12.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-11,¿ëºÀ,7.8,6.5,275.0,8.2,4.9,4.627,0.173,13.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-12,¿ëºÀ,7.4,6.5,272.0,8.9,4.3,4.529,0.127,14.2,,,,,,,,,,,,,,,
2020-01-13,¿ëºÀ,,,,,,,,,,,,,,,,,,,,,,,
2020-01-14,¿ëºÀ,,,,,,,,,,,,,,,,,,,,,,,
2020-01-15,¿ëºÀ,6.6,6.5,287.0,9.3,4.4,4.547,0.086,15.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-16,¿ëºÀ,6.7,6.5,300.0,9.5,4.2,4.736,0.076,17.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-17,¿ëºÀ,6.8,6.5,296.0,9.8,4.2,4.497,0.072,16.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-18,¿ëºÀ,6.8,6.5,310.0,9.5,4.4,4.731,0.071,16.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-19,¿ëºÀ,6.8,6.5,320.0,9.5,4.4,4.735,0.062,19.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-20,¿ëºÀ,7.2,6.5,344.0,9.1,4.6,5.209,,21.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-21,¿ëºÀ,7.4,6.5,359.0,9.3,4.9,5.398,0.073,26.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-22,¿ëºÀ,7.6,6.5,357.0,9.1,4.7,5.558,0.072,27.7,,,,,,,,,,,,,,,
2020-01-23,¿ëºÀ,8.5,6.5,361.0,8.4,4.6,5.983,0.071,21.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-24,¿ëºÀ,8.9,6.6,362.0,7.4,5.4,5.743,0.116,29.8,,,,,,,,,,,,,,,
2020-01-25,¿ëºÀ,9.2,6.6,345.0,5.9,6.2,5.411,0.249,35.8,,,,,,,,,,,,,,,
2020-01-26,¿ëºÀ,9.3,6.6,343.0,7,5.6,4.983,0.19,44.7,,,,,,,,,,,,,,,
2020-01-27,¿ëºÀ,9.3,6.6,351.0,6.9,5.3,5.308,0.167,47.3,,,,,,,,,,,,,,,
