,ÃøÁ¤¼Ò¸í,¼ö¿Â,¼ö¼ÒÀÌ¿Â³óµµ,Àü±âÀüµµµµ,¿ëÁ¸»ê¼Ò,ÃÑÀ¯±âÅº¼Ò,ÃÑÁú¼Ò,ÃÑÀÎ,Å¬·Î·ÎÇÊ,¿°È­¸ÞÆ¿·»,Æ®¸®Å¬·Î·Î¿¡Å×ÀÎ,»ç¿°È­Åº¼Ò,Æ®¸®Å¬·Î·Î¿¡Æ¿·»,Å×Æ®¶óÅ¬·Î·Î¿¡Æ¿·»,º¥Á¨,Åç·ç¿£,¿¡Æ¿º¥Á¨,ÀÚÀÏ·»,ÀÚÀÏ·»,¿°È­¸ÞÆ¿·»,Æ®¸®Å¬·Î·Î¿¡Å×ÀÎ,»ç¿°È­Åº¼Ò,Æ®¸®Å¬·Î·Î¿¡Æ¿·»,Å×Æ®¶óÅ¬·Î·Î¿¡Æ¿·»
2015-02-15,¿ëºÀ,7.2,7.1,427.0,8.7,3.4,9.019,0.056,30.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-16,¿ëºÀ,7.7,7.1,436.0,7.5,3.4,9.031,0.079,25.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-17,¿ëºÀ,8.1,7.1,452.0,6.7,3.5,9.292,0.103,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-18,¿ëºÀ,8.4,7.0,460.0,6.1,3.7,9.46,0.079,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-19,¿ëºÀ,8.4,7.0,437.0,4.5,3.9,8.758,0.115,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-20,¿ëºÀ,8.4,7.0,406.0,4.2,4.0,8.198,0.178,26.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-21,¿ëºÀ,8.2,7.0,388.0,5.3,3.4,7.595,0.139,27.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-22,¿ëºÀ,8.6,7.0,381.0,6.4,3.2,7.388,0.098,33.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-23,¿ëºÀ,8.9,7.0,390.0,7,3.3,7.643,0.086,43.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-24,¿ëºÀ,9.2,7.0,391.0,7.8,3.2,7.883,0.055,40.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-25,¿ëºÀ,9.5,7.0,375.0,7.7,3.3,8.116,0.043,43.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-26,¿ëºÀ,9.4,7.0,373.0,6.6,3.4,8.552,0.056,39.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-27,¿ëºÀ,9.1,7.0,377.0,6.4,4.0,8.811,0.087,47.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,¿ëºÀ,8.8,7.0,365.0,7.1,4.8,8.512,0.101,57.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-01,¿ëºÀ,8.6,7.0,365.0,7.3,4.7,8.425,0.107,59.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-02,¿ëºÀ,9.5,7.0,387.0,8.1,4.9,8.817,0.091,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-03,¿ëºÀ,9.5,7.0,390.0,8.7,4.7,8.87,0.081,62.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-04,¿ëºÀ,8.3,7.1,387.0,8.3,4.6,8.6,0.069,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-05,¿ëºÀ,8.4,7.1,395.0,8.4,4.8,8.478,0.075,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-06,¿ëºÀ,8.7,7.1,391.0,8.1,5.0,8.209,0.092,68.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-07,¿ëºÀ,9.5,7.1,408.0,8,5.3,8.476,0.097,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-08,¿ëºÀ,9.8,7.2,393.0,9.1,4.9,8.179,0.099,102.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-09,¿ëºÀ,9.5,7.2,399.0,8.6,4.6,8.198,0.1,104.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-10,¿ëºÀ,8.8,7.2,410.0,8.6,5.0,8.228,0.084,97.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-11,¿ëºÀ,8.9,7.2,413.0,9.3,5.2,8.365,0.076,102.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-12,¿ëºÀ,9.2,7.4,411.0,10.5,5.2,8.3,0.081,119.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-13,¿ëºÀ,9.5,7.3,428.0,10.2,5.2,8.502,0.059,116.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-14,¿ëºÀ,10.0,7.3,434.0,10,5.3,8.421,0.063,99.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-15,¿ëºÀ,10.6,7.5,429.0,11.8,5.5,8.412,0.077,124.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-16,¿ëºÀ,12.4,7.5,439.0,12,5.9,8.772,0.08,117.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-17,¿ëºÀ,13.3,7.6,440.0,12.7,5.7,8.781,0.081,114.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-18,¿ëºÀ,13.0,7.2,451.0,8.8,5.6,9.035,0.083,92.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-19,¿ëºÀ,14.0,7.0,462.0,4.9,5.7,9.433,0.128,47.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-20,¿ëºÀ,14.7,7.0,440.0,4.2,6.5,9.113,0.161,56.9,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2015-03-21,¿ëºÀ,15.3,7.0,370.0,4.6,4.4,7.432,0.167,74.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-22,¿ëºÀ,15.2,7.0,343.0,6.1,4.0,6.443,0.14,105.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-23,¿ëºÀ,14.3,7.1,343.0,6.3,3.7,6.016,0.131,101.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-24,¿ëºÀ,14.1,7.1,360.0,6.8,3.8,6.306,0.128,109.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-25,¿ëºÀ,15.2,7.8,378.0,11.5,,6.461,0.115,123.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-26,¿ëºÀ,15.0,7.8,393.0,11.3,4.2,6.688,0.096,116.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-27,¿ëºÀ,14.5,8.0,402.0,12.6,4.0,6.866,0.093,108.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-28,¿ëºÀ,14.3,8.8,414.0,16.3,4.0,7.353,0.107,103.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-29,¿ëºÀ,14.7,8.7,415.0,16.3,3.8,7.667,0.1,112.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-30,¿ëºÀ,15.7,8.8,410.0,16.7,3.8,8.119,0.104,123.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-31,¿ëºÀ,15.0,7.9,406.0,12.2,3.6,8.121,0.08,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-01,¿ëºÀ,15.7,7.7,414.0,12,3.5,8.498,0.08,78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-02,¿ëºÀ,14.9,7.3,418.0,8.8,3.6,8.313,0.05,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-03,¿ëºÀ,16.0,7.3,434.0,7.7,4.1,8.935,0.07,32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-04,¿ëºÀ,16.2,7.2,426.0,6.5,4.1,8.855,0.108,28.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-05,¿ëºÀ,16.3,7.0,434.0,4,4.4,9.131,0.149,20.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-06,¿ëºÀ,15.3,6.9,318.0,1.7,4.0,6.791,0.192,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-07,¿ëºÀ,14.9,6.9,286.0,3.3,3.5,5.286,0.158,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-08,¿ëºÀ,15.3,6.9,289.0,4.2,3.4,5.065,0.127,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-09,¿ëºÀ,16.0,7.1,301.0,7.4,3.5,5.872,0.132,46.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-10,¿ëºÀ,16.8,7.7,297.0,11.8,3.5,6.033,0.137,92.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-11,¿ëºÀ,17.0,8.3,296.0,14.9,3.4,5.859,0.121,120.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-12,¿ëºÀ,16.4,7.4,305.0,11.1,3.3,5.951,0.098,84.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-13,¿ëºÀ,15.8,7.0,311.0,8.3,3.2,6.196,0.088,66.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-14,¿ëºÀ,15.6,7.0,336.0,7.3,3.3,6.713,0.078,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-15,¿ëºÀ,16.1,7.0,380.0,7.3,3.4,7.439,0.094,63.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
2015-04-16,¿ëºÀ,15.7,6.9,348.0,6.5,3.2,7.082,0.089,56.8,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
2015-04-17,¿ëºÀ,16.0,7.0,327.0,6.4,3.7,6.737,0.11,56.7,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
2015-04-18,¿ëºÀ,15.9,7.0,303.0,7.1,2.9,6.05,0.1,61.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-19,¿ëºÀ,16.2,6.9,307.0,6.5,2.1,6.003,0.1,53.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-20,¿ëºÀ,16.6,6.9,333.0,7,2.1,6.505,0.109,41.6,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
2015-04-21,¿ëºÀ,17.2,6.8,335.0,6.5,2.4,6.365,0.144,38.9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
2015-04-22,¿ëºÀ,,,,,,,,,,,,,,,,,,,,,,,
2015-04-23,¿ëºÀ,18.3,7.1,362.0,10.3,4.6,7.071,0.114,63.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-24,¿ëºÀ,18.4,7.0,356.0,9.4,4.6,7.164,0.116,45.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-25,¿ëºÀ,19.5,7.0,348.0,9.1,4.5,6.969,0.124,33.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
2015-04-26,¿ëºÀ,20.0,7.0,347.0,9.8,4.8,6.51,0.116,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-27,¿ëºÀ,20.4,7.0,355.0,9.1,4.5,6.2,0.141,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-28,¿ëºÀ,19.6,7.0,358.0,6.7,4.8,6.468,0.113,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-29,¿ëºÀ,18.4,6.9,274.0,3.1,4.6,6.17,0.135,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-30,¿ëºÀ,19.1,6.9,196.0,4.5,3.8,3.814,0.157,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-01,¿ëºÀ,20.6,6.9,200.0,5.2,3.7,3.808,0.153,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-02,¿ëºÀ,21.3,6.9,197.0,6.5,3.7,3.056,0.227,25.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-03,¿ëºÀ,21.0,6.9,231.0,6.1,3.6,3.13,0.253,39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04,¿ëºÀ,20.9,6.9,252.0,5.6,4.1,4.659,0.153,50.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-05,¿ëºÀ,21.3,7.1,250.0,7.3,4.4,4.509,0.062,36.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-06,¿ëºÀ,21.3,7.5,246.0,10.6,4.5,4.301,0.051,46.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-07,¿ëºÀ,21.3,7.4,244.0,10.1,4.4,4.237,0.043,48.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-08,¿ëºÀ,21.7,7.3,254.0,10,4.4,4.161,0.043,42.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-09,¿ëºÀ,21.9,7.0,260.0,9,4.1,4.447,0.036,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-10,¿ëºÀ,22.3,7.2,262.0,9.8,4.2,4.577,0.055,43.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-11,¿ëºÀ,21.4,6.8,301.0,5.7,4.4,5.131,0.115,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-12,¿ëºÀ,20.6,6.8,336.0,3,4.4,6.523,0.118,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-13,¿ëºÀ,20.3,6.9,302.0,2,4.8,6.556,0.122,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-14,¿ëºÀ,21.0,6.9,277.0,2.3,4.8,5.663,0.138,28.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-15,¿ëºÀ,21.9,6.9,248.0,4.6,4.9,4.823,,46.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-16,¿ëºÀ,22.6,6.9,241.0,6.2,4.4,4.335,0.109,44.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-17,¿ëºÀ,22.8,7.0,264.0,6.6,4.6,4.954,0.107,42.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-05-18,¿ëºÀ,22.1,6.9,290.0,4.4,4.6,5.495,0.097,43.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-19,¿ëºÀ,22.4,6.8,321.0,3.5,4.6,6.276,0.104,38.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-20,¿ëºÀ,22.6,6.9,315.0,4.6,4.5,5.979,0.084,34.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-21,¿ëºÀ,23.4,7.0,320.0,6.7,4.5,6.017,0.06,43.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-22,¿ëºÀ,24.2,7.2,329.0,7.6,4.7,6.554,0.062,49.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-23,¿ëºÀ,24.1,7.1,324.0,7.4,4.6,6.266,0.057,35.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-24,¿ëºÀ,24.3,7.3,318.0,8.3,4.6,6.047,0.062,34.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-25,¿ëºÀ,24.7,7.5,319.0,8.5,4.6,5.988,0.065,39.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-26,¿ëºÀ,25.2,7.4,327.0,7.9,4.7,6.08,0.061,38.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-27,¿ëºÀ,25.6,7.1,336.0,7.4,4.6,6.2,0.04,29.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-28,¿ëºÀ,25.7,7.0,331.0,6.4,4.6,6.129,0.04,26.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-29,¿ëºÀ,26.0,7.2,325.0,7.6,4.5,6.144,0.057,30.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-30,¿ëºÀ,25.6,7.0,319.0,6.3,4.4,6.088,0.065,39.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-31,¿ëºÀ,25.4,6.8,330.0,4,4.5,6.621,0.081,25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-01,¿ëºÀ,26.1,6.8,335.0,5.5,5.0,6.614,0.071,32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-02,¿ëºÀ,25.7,6.7,324.0,5,5.4,6.38,0.065,38.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-03,¿ëºÀ,24.9,6.7,314.0,3,5.4,6.04,0.057,30.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-04,¿ëºÀ,25.1,6.7,316.0,3.3,5.6,6.071,0.052,29.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-05,¿ëºÀ,24.8,6.7,318.0,3.7,5.5,6.103,0.051,31.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-06,¿ëºÀ,25.1,6.8,307.0,5,5.4,5.776,0.061,31.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-07,¿ëºÀ,24.4,6.7,317.0,2.9,5.4,5.927,0.059,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-08,¿ëºÀ,23.9,6.6,326.0,2.9,5.3,6.339,0.059,20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-09,¿ëºÀ,24.8,6.7,312.0,6,5.3,,,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-10,¿ëºÀ,25.5,6.7,317.0,8.1,5.2,6.152,0.025,21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-11,¿ëºÀ,24.7,6.6,312.0,4.7,5.1,6.137,0.024,23.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-12,¿ëºÀ,25.3,6.7,309.0,4.3,5.2,6.106,0.044,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-13,¿ëºÀ,25.5,6.7,304.0,4.4,5.2,5.798,0.043,26.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-14,¿ëºÀ,25.0,6.6,321.0,2.1,5.2,6.178,0.051,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-15,¿ëºÀ,25.5,6.7,324.0,1.8,5.2,7.202,0.068,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-16,¿ëºÀ,26.0,7.0,240.0,7.1,5.1,5.009,0.08,23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2015-06-17,¿ëºÀ,25.2,6.9,236.0,5.9,5.1,4.771,0.077,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-18,¿ëºÀ,25.6,7.0,240.0,6.7,5.3,5.134,0.083,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-19,¿ëºÀ,26.4,7.1,256.0,8.4,5.4,5.442,0.06,49.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-20,¿ëºÀ,25.6,6.8,284.0,5.5,5.5,6.053,0.065,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-21,¿ëºÀ,25.2,6.7,313.0,3.1,5.6,7.024,0.096,22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-22,¿ëºÀ,24.7,6.7,220.0,4.3,5.2,5.032,0.094,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-23,¿ëºÀ,26.1,7.4,205.0,8.6,5.0,4.873,0.077,35.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-24,¿ëºÀ,26.0,7.3,209.0,10.5,4.8,4.791,0.05,53.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-25,¿ëºÀ,25.1,6.7,234.0,5.4,4.4,5.48,0.055,31.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-26,¿ëºÀ,24.1,6.7,268.0,1.4,4.7,6.583,0.115,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-27,¿ëºÀ,23.4,6.6,200.0,1.5,4.7,5.456,0.145,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,¿ëºÀ,25.5,6.8,202.0,5.8,5.5,5.418,0.125,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-29,¿ëºÀ,26.4,7.6,212.0,10.3,5.7,5.29,0.094,48.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-30,¿ëºÀ,25.3,7.1,243.0,6.9,5.3,5.828,0.073,50.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-01,¿ëºÀ,25.1,6.7,275.0,2.9,5.1,6.601,0.095,28.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-02,¿ëºÀ,25.9,6.8,286.0,4.8,5.1,6.7,0.077,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-03,¿ëºÀ,26.5,6.9,274.0,5.5,5.1,6.114,0.068,39.8,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
2015-07-04,¿ëºÀ,26.8,7.4,254.0,8.1,5.3,5.17,0.102,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-05,¿ëºÀ,27.5,7.3,269.0,7.8,5.5,5.361,0.1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
2015-07-06,¿ëºÀ,27.1,6.9,290.0,6.1,5.4,5.5,0.105,32.7,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
2015-07-07,¿ëºÀ,26.0,6.7,309.0,2.4,4.9,5.667,0.099,22.6,,,,,,,,,,,0,0,0.1,0,0
2015-07-08,¿ëºÀ,25.0,6.8,313.0,1.1,4.4,5.737,0.099,18.0,,,,,,,,,,,0,0,0,0,0
2015-07-09,¿ëºÀ,24.3,6.8,244.0,0.6,4.3,4.765,0.165,12.8,,,,,,,,,,,0,0,0.1,0,0
2015-07-10,¿ëºÀ,26.4,6.7,192.0,1.4,4.0,3.728,0.161,9.5,,,,,,,,,,,0,0,0,0,0
2015-07-11,¿ëºÀ,27.1,6.7,199.0,2.4,3.9,3.508,0.138,15.5,,,,,,,,,,,0,0,0,0,0
2015-07-12,¿ëºÀ,25.8,6.7,224.0,0.4,4.1,4.686,0.187,10.3,,,,,,,,,,,0,0,0,0,0
2015-07-13,¿ëºÀ,24.8,6.6,178.0,0.9,4.0,4.428,0.197,5.4,,,,,,,,,,,0,0,0,0,0
2015-07-14,¿ëºÀ,25.8,6.7,174.0,2.9,3.6,3.936,0.157,6.5,,,,,,,,,,,0,0,0,0,0
2015-07-15,¿ëºÀ,26.1,6.6,190.0,2.1,3.5,4.146,0.156,10.6,,,,,,,,,,,0,0,0,0,0
2015-07-16,¿ëºÀ,27.3,6.6,211.0,1.3,3.8,4.271,0.171,19.8,,,,,,,,,,,0,0,0,0,0
2015-07-17,¿ëºÀ,28.1,6.8,211.0,2.2,4.0,4.534,0.172,36.6,,,,,,,,,,,0,0,0,0,0
2015-07-18,¿ëºÀ,28.1,7.3,222.0,5.7,3.8,4.377,0.157,69.3,,,,,,,,,,,0,0,0,0,0
2015-07-19,¿ëºÀ,29.7,8.4,221.0,13.3,4.4,4.015,0.148,78.3,,,,,,,,,,,0,0,0,0,0
2015-07-20,¿ëºÀ,29.4,8.2,222.0,10.9,4.1,3.787,0.115,63.2,,,,,,,,,,,0,0,0,0,0
2015-07-21,¿ëºÀ,29.2,7.2,239.0,6.8,3.7,4.097,0.107,30.0,,,,,,,,,,,0,0,0,0,0
2015-07-22,¿ëºÀ,29.3,6.9,276.0,4.9,3.6,4.972,0.105,26.3,,,,,,,,,,,0,0,0,0,0
2015-07-23,¿ëºÀ,28.7,6.7,265.0,1.8,3.7,4.648,0.119,26.9,,,,,,,,,,,0,0,0,0,0
2015-07-24,¿ëºÀ,27.8,6.7,271.0,0.6,3.5,4.825,,16.9,,,,,,,,,,,0,0,0,0,0
2015-07-25,¿ëºÀ,27.3,6.8,290.0,0.3,3.6,5.249,0.236,11.3,,,,,,,,,,,0,0,0.1,0,0
2015-07-26,¿ëºÀ,27.8,6.8,258.0,0.6,3.3,4.43,0.22,12.3,,,,,,,,,,,0,0,0,0,0
2015-07-27,¿ëºÀ,,,,,,3.727,,,,,,,,,,,,,0,0,0,0,0
2015-07-28,¿ëºÀ,29.0,7.2,254.0,6.7,3.6,3.427,0.102,54.2,,,,,,,,,,,0,0,0,0,0
2015-07-29,¿ëºÀ,29.5,7.0,274.0,5.7,4.0,3.91,0.101,42.3,,,,,,,,,,,0,0,0,0,0
2015-07-30,¿ëºÀ,30.6,7.1,282.0,6.6,5.0,4.278,0.113,47.1,,,,,,,,,,,0,0,0,0,0
2015-07-31,¿ëºÀ,31.4,7.4,265.0,7.3,5.8,3.578,0.143,38.6,,,,,,,,,,,0,0,0,0,0
2015-08-01,¿ëºÀ,31.6,7.2,263.0,6.1,5.2,3.173,0.128,30.2,,,,,,,,,,,ND,ND,ND,ND,ND
2015-08-02,¿ëºÀ,31.3,6.9,278.0,3,5.2,3.561,0.139,27.6,,,,,,,,,,,ND,ND,ND,ND,ND
2015-08-03,¿ëºÀ,31.1,6.8,295.0,2.1,5.2,3.91,0.148,26.6,,,,,,,,,,,ND,ND,ND,ND,ND
2015-08-04,¿ëºÀ,31.0,6.7,298.0,1.8,5.0,3.948,0.139,30.9,,,,,,,,,,,ND,ND,ND,ND,ND
2015-08-05,¿ëºÀ,31.4,6.9,300.0,3.9,5.3,4.037,0.14,45.0,,,,,,,,,,,ND,ND,ND,ND,ND
2015-08-06,¿ëºÀ,31.9,7.7,303.0,8.4,5.7,3.981,0.122,53.1,,,,,,,,,,,ND,ND,ND,ND,ND
2015-08-07,¿ëºÀ,32.1,8.1,305.0,10.4,5.7,3.82,0.117,52.3,,,,,,,,,,,ND,ND,ND,ND,ND
2015-08-08,¿ëºÀ,31.9,7.8,305.0,8.3,5.8,3.95,0.117,53.2,,,,,,,,,,,ND,ND,ND,ND,ND
2015-08-09,¿ëºÀ,31.5,7.3,337.0,5.4,6.7,5.125,0.169,69.9,,,,,,,,,,,ND,ND,ND,ND,ND
2015-08-10,¿ëºÀ,31.3,7.2,343.0,5.1,6.9,5.129,0.141,80.0,,,,,,,,,,,ND,ND,ND,ND,ND
2015-08-11,¿ëºÀ,30.1,7.1,286.0,3.1,6.7,4.458,0.169,90.6,,,,,,,,,,,ND,ND,ND,ND,ND
