년/월/일,측정소명_DAY,보상류수위_DAY,보하류수위_DAY,유입량_DAY,저수량_DAY,공용량_DAY,총방류량_DAY
2013-05-19,공주보, , , , , , 
2013-05-18,공주보, , , , , , 
2013-05-17,공주보, , , , , , 
2013-05-16,공주보, , , , , , 
2013-05-15,공주보, , , , , , 
2013-05-14,공주보, , , , , , 
2013-05-13,공주보, , , , , , 
2013-05-12,공주보, , , , , , 
2013-05-11,공주보, , , , , , 
2013-05-10,공주보, , , , , , 
2013-05-09,공주보, , , , , , 
2013-05-08,공주보, , , , , , 
2013-05-07,공주보, , , , , , 
2013-05-06,공주보, , , , , , 
2013-05-05,공주보, , , , , , 
2013-05-04,공주보, , , , , , 
2013-05-03,공주보, , , , , , 
2013-05-02,공주보, , , , , , 
2013-05-01,공주보, , , , , , 
2013-04-30,공주보, , , , , , 
2013-04-29,공주보, , , , , , 
2013-04-28,공주보, , , , , , 
2013-04-27,공주보, , , , , , 
2013-04-26,공주보, , , , , , 
2013-04-25,공주보, , , , , , 
2013-04-24,공주보, , , , , , 
2013-04-23,공주보, , , , , , 
2013-04-22,공주보, , , , , , 
2013-04-21,공주보, , , , , , 
2013-04-20,공주보, , , , , , 
2013-04-19,공주보, , , , , , 
2013-04-18,공주보, , , , , , 
2013-04-17,공주보, , , , , , 
2013-04-16,공주보, , , , , , 
2013-04-15,공주보, , , , , , 
2013-04-14,공주보, , , , , , 
2013-04-13,공주보, , , , , , 
2013-04-12,공주보, , , , , , 
2013-04-11,공주보, , , , , , 
2013-04-10,공주보, , , , , , 
2013-04-09,공주보, , , , , , 
2013-04-08,공주보, , , , , , 
2013-04-07,공주보, , , , , , 
2013-04-06,공주보, , , , , , 
2013-04-05,공주보, , , , , , 
2013-04-04,공주보, , , , , , 
2013-04-03,공주보, , , , , , 
2013-04-02,공주보, , , , , , 
2013-04-01,공주보, , , , , , 
2013-03-31,공주보, , , , , , 
2013-03-30,공주보, , , , , , 
2013-03-29,공주보, , , , , , 
2013-03-28,공주보, , , , , , 
2013-03-27,공주보, , , , , , 
2013-03-26,공주보, , , , , , 
2013-03-25,공주보, , , , , , 
2013-03-24,공주보, , , , , , 
2013-03-23,공주보, , , , , , 
2013-03-22,공주보, , , , , , 
2013-03-21,공주보, , , , , , 
2013-03-20,공주보, , , , , , 
2013-03-19,공주보, , , , , , 
2013-03-18,공주보, , , , , , 
2013-03-17,공주보, , , , , , 
2013-03-16,공주보, , , , , , 
2013-03-15,공주보, , , , , , 
2013-03-14,공주보, , , , , , 
2013-03-13,공주보, , , , , , 
2013-03-12,공주보, , , , , , 
2013-03-11,공주보, , , , , , 
2013-03-10,공주보, , , , , , 
2013-03-09,공주보, , , , , , 
2013-03-08,공주보, , , , , , 
2013-03-07,공주보, , , , , , 
2013-03-06,공주보, , , , , , 
2013-03-05,공주보, , , , , , 
2013-03-04,공주보, , , , , , 
2013-03-03,공주보, , , , , , 
2013-03-02,공주보, , , , , , 
2013-03-01,공주보, , , , , , 
2013-02-28,공주보, , , , , , 
2013-02-27,공주보, , , , , , 
2013-02-26,공주보, , , , , , 
2013-02-25,공주보, , , , , , 
2013-02-24,공주보, , , , , , 
2013-02-23,공주보, , , , , , 
2013-02-22,공주보, , , , , , 
2013-02-21,공주보, , , , , , 
2013-02-20,공주보, , , , , , 
2013-02-19,공주보, , , , , , 
2013-02-18,공주보, , , , , , 
2013-02-17,공주보, , , , , , 
2013-02-16,공주보, , , , , , 
2013-02-15,공주보, , , , , , 
2013-02-14,공주보, , , , , , 
2013-02-13,공주보, , , , , , 
2013-02-12,공주보, , , , , , 
2013-02-11,공주보, , , , , , 
2013-02-10,공주보, , , , , , 
2013-02-09,공주보, , , , , , 
2013-02-08,공주보, , , , , , 
2013-02-07,공주보, , , , , , 
2013-02-06,공주보, , , , , , 
2013-02-05,공주보, , , , , , 
2013-02-04,공주보, , , , , , 
2013-02-03,공주보, , , , , , 
2013-02-02,공주보, , , , , , 
2013-02-01,공주보, , , , , , 
2013-01-31,공주보, , , , , , 
2013-01-30,공주보, , , , , , 
2013-01-29,공주보, , , , , , 
2013-01-28,공주보, , , , , , 
2013-01-27,공주보, , , , , , 
2013-01-26,공주보, , , , , , 
2013-01-25,공주보, , , , , , 
2013-01-24,공주보, , , , , , 
2013-01-23,공주보, , , , , , 
2013-01-22,공주보, , , , , , 
2013-01-21,공주보, , , , , , 
2013-01-20,공주보, , , , , , 
2013-01-19,공주보, , , , , , 
2013-01-18,공주보, , , , , , 
2013-01-17,공주보, , , , , , 
2013-01-16,공주보, , , , , , 
2013-01-15,공주보, , , , , , 
2013-01-14,공주보, , , , , , 
2013-01-13,공주보, , , , , , 
2013-01-12,공주보, , , , , , 
2013-01-11,공주보, , , , , , 
2013-01-10,공주보, , , , , , 
2013-01-09,공주보, , , , , , 
2013-01-08,공주보, , , , , , 
2013-01-07,공주보, , , , , , 
2013-01-06,공주보, , , , , , 
2013-01-05,공주보, , , , , , 
2013-01-04,공주보, , , , , , 
2013-01-03,공주보, , , , , , 
2013-01-02,공주보, , , , , , 
2013-01-01,공주보, , , , , , 
2014-12-31,공주보, , , , , , 
2014-12-30,공주보, , , , , , 
2014-12-29,공주보, , , , , , 
2014-12-28,공주보, , , , , , 
2014-12-27,공주보, , , , , , 
2014-12-26,공주보, , , , , , 
2014-12-25,공주보, , , , , , 
2014-12-24,공주보, , , , , , 
2014-12-23,공주보, , , , , , 
2014-12-22,공주보, , , , , , 
2014-12-21,공주보, , , , , , 
2014-12-20,공주보, , , , , , 
2014-12-19,공주보, , , , , , 
2014-12-18,공주보, , , , , , 
2014-12-17,공주보, , , , , , 
2014-12-16,공주보, , , , , , 
2014-12-15,공주보, , , , , , 
2014-12-14,공주보, , , , , , 
2014-12-13,공주보, , , , , , 
2014-12-12,공주보, , , , , , 
2014-12-11,공주보, , , , , , 
2014-12-10,공주보, , , , , , 
2014-12-09,공주보, , , , , , 
2014-12-08,공주보, , , , , , 
2014-12-07,공주보, , , , , , 
